"%Acm. Venda";"Código Empresa";"Empresa : Nível 4";"Venda Quantidade";"Venda Itens";"Unitário Médio";"Venda Valor";"Venda % Partic.";"Promoções Valor Venda";"Promoc. % Partic.";"% Partic. Prom./Vda.";"Lucratividade Unit.";"Lucratividade Valor";"Lucrat. % Partic.";"Lucrat. Marg %";"% Mark Up";"% Mark Down";"Custo Bruto";"Custo Líquido";"Despesa Venda";"Compror";"Comissão";"Impostos Venda";"Valor IBS  Municipal";"Valor IBS  Estadual";"Valor CBS";"Valor IS";"Contribuição Valor";"Contrib. % Partic.";"Contrib. Marg %*";"Peso Bruto";"Peso Brt %Partic.";"Peso Líquido";"Volume M ³";"Valor Venda Por M³";"Despesa Fixa";"Desconto Fixo";"Vlr Descto Fora de NF"
"0,00";"1";"01 - AMERICAS : MERCEARIA NAO ALIMENTOS \ BAZAR \ ARMARINHO \ ACESSORIOS ARMARINHO";"799,000";"31";"4,02";"3.211,11";"0,00";"0,00";"0,00";"0,00";"1,00";"795,85";"0,00";"24,78";"86,08";"46,26";"1.725,62";"1.615,88";"0,00";"0,00";"0,00";"799,38";"0,00";"0,24";"8,33";"0,00";"795,85";"0,00";"33,00";"0,736";"0,00";"0,090";"0,000";"0,000";"0,00";"0,00";"0,00"
"0,00";"1";"01 - AMERICAS : MERCEARIA NAO ALIMENTOS \ BAZAR \ BOLSAS E SACOLAS \ BOLSA BRINDE";"38,000";"2";"4,67";"177,62";"0,00";"0,00";"0,00";"0,00";"1,46";"55,50";"0,00";"31,25";"83,72";"45,57";"96,68";"70,15";"0,00";"0,00";"0,00";"51,97";"0,00";"0,00";"0,67";"0,00";"55,50";"0,00";"44,17";"1,684";"0,00";"0,000";"0,000";"0,000";"0,00";"0,00";"0,00"
"0,00";"1";"01 - AMERICAS : MERCEARIA NAO ALIMENTOS \ BAZAR \ BOLSAS E SACOLAS \ BOLSA TERMICA";"3,000";"1";"22,90";"68,70";"0,00";"0,00";"0,00";"0,00";"3,87";"11,60";"0,00";"16,89";"62,07";"38,30";"42,39";"37,02";"0,00";"0,00";"0,00";"20,08";"0,00";"0,00";"0,00";"0,00";"11,60";"0,00";"23,86";"0,000";"0,00";"0,000";"0,000";"0,000";"0,00";"0,00";"0,00"
"0,01";"1";"01 - AMERICAS : MERCEARIA NAO ALIMENTOS \ BAZAR \ BOLSAS E SACOLAS \ SACOLA RECICLAVEL";"109.072,000";"2";"0,08";"8.725,72";"0,01";"0,00";"0,00";"0,00";"0,00";"-59,03";"0,00";"-0,68";"12,80";"11,35";"7.735,28";"6.033,48";"0,00";"0,00";"0,00";"2.751,28";"0,00";"0,00";"2,55";"0,00";"-59,03";"0,00";"-0,99";"33.805,510";"0,73";"87.257,600";"1,708";"5.108,735";"0,00";"0,00";"0,00"
"0,01";"1";"01 - AMERICAS : MERCEARIA NAO ALIMENTOS \ BAZAR \ BOLSAS E SACOLAS \ SACOLA RETORNAVEL";"489,000";"1";"6,99";"3.418,11";"0,00";"0,00";"0,00";"0,00";"2,47";"1.207,04";"0,01";"35,31";"107,92";"51,90";"1.643,96";"1.211,49";"0,00";"0,00";"0,00";"999,58";"0,00";"0,01";"9,93";"0,00";"1.207,04";"0,01";"49,91";"31,785";"0,00";"0,000";"0,000";"0,000";"0,00";"0,00";"0,00"
"0,01";"1";"01 - AMERICAS : MERCEARIA NAO ALIMENTOS \ BAZAR \ CALCADOS \ ACESSORIOS PARA CALCADOS";"2,000";"1";"5,59";"11,18";"0,00";"0,00";"0,00";"0,00";"1,48";"2,96";"0,00";"26,48";"59,71";"37,39";"7,00";"4,96";"0,00";"0,00";"0,00";"3,27";"0,00";"0,00";"0,04";"0,00";"2,96";"0,00";"37,40";"0,000";"0,00";"0,000";"0,000";"0,000";"0,00";"0,00";"0,00"
"0,01";"1";"01 - AMERICAS : MERCEARIA NAO ALIMENTOS \ BAZAR \ CALCADOS \ GRAXAS";"9,000";"3";"18,77";"168,91";"0,00";"0,00";"0,00";"0,00";"3,80";"34,21";"0,00";"20,25";"58,07";"36,74";"106,86";"85,34";"0,00";"0,00";"0,00";"49,37";"0,00";"0,05";"0,58";"0,00";"34,21";"0,00";"28,62";"0,688";"0,00";"0,324";"0,000";"0,000";"0,00";"0,00";"0,00"
"0,02";"1";"01 - AMERICAS : MERCEARIA NAO ALIMENTOS \ BAZAR \ CALCADOS \ SANDALIAS";"247,000";"24";"17,03";"4.206,41";"0,01";"1.278,84";"0,00";"30,40";"3,89";"961,61";"0,01";"22,86";"66,70";"40,01";"2.523,28";"2.015,08";"0,00";"0,00";"0,00";"1.229,72";"0,00";"1,20";"10,50";"0,00";"961,61";"0,01";"32,30";"74,205";"0,00";"0,000";"0,000";"0,000";"0,00";"0,00";"0,00"
"0,02";"1";"01 - AMERICAS : MERCEARIA NAO ALIMENTOS \ BAZAR \ CHURRASCO \ ACESSORIOS CHURRASCO";"88,000";"6";"8,94";"786,85";"0,00";"0,00";"0,00";"0,00";"3,03";"266,41";"0,00";"33,86";"104,89";"51,19";"384,03";"317,26";"0,00";"0,00";"0,00";"203,17";"0,00";"0,18";"2,59";"0,00";"266,41";"0,00";"45,64";"13,186";"0,00";"12,240";"0,000";"0,000";"0,00";"0,00";"0,00"
"0,03";"1";"01 - AMERICAS : MERCEARIA NAO ALIMENTOS \ BAZAR \ CHURRASCO \ CARVAO";"352,000";"2";"25,41";"8.943,92";"0,01";"0,00";"0,00";"0,00";"7,74";"2.725,16";"0,01";"30,47";"93,52";"48,33";"4.621,67";"3.604,89";"0,00";"0,00";"0,00";"2.613,87";"0,00";"1,86";"21,45";"0,00";"2.725,16";"0,01";"43,05";"1.361,472";"0,03";"720,000";"2,592";"3.450,586";"0,00";"0,00";"0,00"
"0,03";"1";"01 - AMERICAS : MERCEARIA NAO ALIMENTOS \ BAZAR \ CHURRASCO \ ESPETO";"11,000";"1";"7,99";"87,89";"0,00";"0,00";"0,00";"0,00";"2,22";"24,37";"0,00";"27,73";"64,50";"39,21";"53,43";"37,82";"0,00";"0,00";"0,00";"25,70";"0,00";"0,00";"0,00";"0,00";"24,37";"0,00";"39,19";"0,957";"0,00";"0,000";"0,000";"0,000";"0,00";"0,00";"0,00"
"0,03";"1";"01 - AMERICAS : MERCEARIA NAO ALIMENTOS \ BAZAR \ CHURRASCO \ GRELHA";"3,000";"1";"54,99";"164,97";"0,00";"0,00";"0,00";"0,00";"16,17";"48,50";"0,00";"29,40";"71,04";"41,53";"96,45";"68,27";"0,00";"0,00";"0,00";"48,20";"0,00";"0,08";"0,70";"0,00";"48,50";"0,00";"41,54";"0,000";"0,00";"0,000";"0,000";"0,000";"0,00";"0,00";"0,00"
"0,03";"1";"01 - AMERICAS : MERCEARIA NAO ALIMENTOS \ BAZAR \ CHURRASCO \ PALITOS";"30,000";"1";"9,02";"270,62";"0,00";"0,00";"0,00";"0,00";"2,66";"79,87";"0,00";"29,51";"71,59";"41,72";"157,71";"111,63";"0,00";"0,00";"0,00";"79,12";"0,00";"0,12";"0,72";"0,00";"79,87";"0,00";"41,71";"0,000";"0,00";"0,000";"0,000";"0,000";"0,00";"0,00";"0,00"
"0,03";"1";"01 - AMERICAS : MERCEARIA NAO ALIMENTOS \ BAZAR \ CHURRASCO \ TABUA";"4,000";"2";"37,24";"148,96";"0,00";"0,00";"0,00";"0,00";"11,44";"45,75";"0,00";"30,71";"72,01";"41,86";"86,60";"63,67";"0,00";"0,00";"0,00";"39,53";"0,00";"0,05";"0,43";"0,00";"45,75";"0,00";"41,81";"0,000";"0,00";"0,214";"0,000";"0,000";"0,00";"0,00";"0,00"
"0,04";"1";"01 - AMERICAS : MERCEARIA NAO ALIMENTOS \ BAZAR \ DESCARTAVEIS \ ALUMINIO";"576,000";"15";"6,57";"3.784,46";"0,01";"0,00";"0,00";"0,00";"2,27";"1.309,80";"0,01";"34,61";"103,89";"50,95";"1.856,15";"1.368,29";"0,00";"0,00";"0,00";"1.106,37";"0,00";"0,53";"12,03";"0,00";"1.309,80";"0,01";"48,91";"32,558";"0,00";"0,000";"0,000";"0,000";"0,00";"0,00";"0,00"
"0,04";"1";"01 - AMERICAS : MERCEARIA NAO ALIMENTOS \ BAZAR \ DESCARTAVEIS \ CANUDOS";"2,000";"1";"3,29";"6,58";"0,00";"0,00";"0,00";"0,00";"0,98";"1,96";"0,00";"29,79";"75,00";"42,86";"3,76";"2,68";"0,00";"0,00";"0,00";"1,93";"0,00";"0,00";"0,00";"0,00";"1,96";"0,00";"42,18";"0,000";"0,00";"0,000";"0,000";"0,000";"0,00";"0,00";"0,00"
"0,04";"1";"01 - AMERICAS : MERCEARIA NAO ALIMENTOS \ BAZAR \ DESCARTAVEIS \ COPOS-TULIPAS";"199,000";"7";"10,00";"1.990,14";"0,00";"0,00";"0,00";"0,00";"3,57";"710,50";"0,00";"35,70";"72,84";"42,14";"1.151,42";"1.009,45";"0,00";"0,00";"0,00";"270,18";"0,00";"0,81";"6,86";"0,00";"710,50";"0,00";"41,31";"22,489";"0,00";"0,000";"0,000";"0,000";"0,00";"0,00";"0,00"
"0,04";"1";"01 - AMERICAS : MERCEARIA NAO ALIMENTOS \ BAZAR \ DESCARTAVEIS \ FILMES PLASTICOS";"255,000";"5";"7,73";"1.971,49";"0,00";"0,00";"0,00";"0,00";"2,16";"550,32";"0,00";"27,91";"76,05";"43,20";"1.119,85";"844,76";"0,00";"0,00";"0,00";"576,41";"0,00";"0,71";"6,22";"0,00";"550,32";"0,00";"39,45";"30,887";"0,00";"0,000";"0,000";"0,000";"0,00";"0,00";"0,00"
"0,05";"1";"01 - AMERICAS : MERCEARIA NAO ALIMENTOS \ BAZAR \ DESCARTAVEIS \ FILTROS";"1.131,000";"8";"4,98";"5.634,00";"0,01";"433,72";"0,00";"7,70";"1,86";"2.098,41";"0,01";"37,25";"74,91";"42,83";"3.221,16";"3.008,45";"0,00";"0,00";"0,00";"527,13";"0,00";"0,49";"22,76";"0,00";"2.098,41";"0,01";"41,09";"74,790";"0,00";"0,000";"0,000";"0,000";"0,00";"0,00";"0,00"
"0,05";"1";"01 - AMERICAS : MERCEARIA NAO ALIMENTOS \ BAZAR \ DESCARTAVEIS \ FORMAS";"8,000";"1";"15,99";"127,92";"0,00";"0,00";"0,00";"0,00";"5,84";"46,68";"0,00";"36,49";"67,26";"40,21";"76,48";"69,40";"0,00";"0,00";"0,00";"11,83";"0,00";"0,05";"0,65";"0,00";"46,68";"0,00";"40,21";"0,000";"0,00";"0,000";"0,000";"0,000";"0,00";"0,00";"0,00"
"0,05";"1";"01 - AMERICAS : MERCEARIA NAO ALIMENTOS \ BAZAR \ DESCARTAVEIS \ FOSFOROS";"247,000";"2";"5,40";"1.333,47";"0,00";"0,00";"0,00";"0,00";"1,47";"363,30";"0,00";"27,24";"83,71";"45,57";"725,84";"579,66";"0,00";"0,00";"0,00";"390,51";"0,00";"0,00";"3,26";"0,00";"363,30";"0,00";"38,53";"17,315";"0,00";"0,000";"0,000";"0,000";"0,00";"0,00";"0,00"
"0,06";"1";"01 - AMERICAS : MERCEARIA NAO ALIMENTOS \ BAZAR \ DESCARTAVEIS \ GUARDANAPOS";"1.367,000";"8";"4,27";"5.834,41";"0,01";"407,97";"0,00";"6,99";"1,53";"2.086,55";"0,01";"35,76";"75,43";"43,00";"3.325,69";"3.208,17";"0,00";"0,00";"0,00";"539,68";"0,00";"1,90";"22,01";"0,00";"2.086,55";"0,01";"39,41";"97,017";"0,00";"0,000";"0,000";"0,000";"0,00";"0,00";"0,00"
"0,06";"1";"01 - AMERICAS : MERCEARIA NAO ALIMENTOS \ BAZAR \ DESCARTAVEIS \ KIT DESCARTAVEL";"20,000";"1";"5,99";"119,80";"0,00";"0,00";"0,00";"0,00";"2,22";"44,32";"0,00";"36,99";"71,83";"41,80";"69,72";"64,40";"0,00";"0,00";"0,00";"11,08";"0,00";"0,08";"0,40";"0,00";"44,32";"0,00";"40,77";"0,800";"0,00";"0,000";"0,000";"0,000";"0,00";"0,00";"0,00"
"0,06";"1";"01 - AMERICAS : MERCEARIA NAO ALIMENTOS \ BAZAR \ DESCARTAVEIS \ PALITOS";"158,000";"1";"1,49";"236,02";"0,00";"0,00";"0,00";"0,00";"0,62";"98,70";"0,00";"41,82";"174,44";"63,56";"86,00";"68,07";"0,00";"0,00";"0,00";"69,26";"0,00";"0,00";"0,52";"0,00";"98,70";"0,00";"59,19";"2,370";"0,00";"0,000";"0,000";"0,000";"0,00";"0,00";"0,00"
"0,06";"1";"01 - AMERICAS : MERCEARIA NAO ALIMENTOS \ BAZAR \ DESCARTAVEIS \ PAPEL MANTEIGA";"44,000";"2";"5,66";"248,98";"0,00";"0,00";"0,00";"0,00";"1,66";"72,86";"0,00";"29,26";"73,71";"42,43";"143,33";"103,32";"0,00";"0,00";"0,00";"72,81";"0,00";"0,00";"0,81";"0,00";"72,86";"0,00";"41,36";"3,202";"0,00";"0,000";"0,000";"0,000";"0,00";"0,00";"0,00"
"0,06";"1";"01 - AMERICAS : MERCEARIA NAO ALIMENTOS \ BAZAR \ DESCARTAVEIS \ PRATOS";"197,000";"9";"5,77";"1.136,76";"0,00";"0,00";"0,00";"0,00";"2,20";"433,41";"0,00";"38,13";"74,88";"42,82";"650,02";"598,20";"0,00";"0,00";"0,00";"105,15";"0,00";"0,29";"3,09";"0,00";"433,41";"0,00";"42,01";"8,145";"0,00";"0,000";"0,000";"0,000";"0,00";"0,00";"0,00"
"0,06";"1";"01 - AMERICAS : MERCEARIA NAO ALIMENTOS \ BAZAR \ DESCARTAVEIS \ SACOS";"187,000";"12";"12,25";"2.290,00";"0,00";"0,00";"0,00";"0,00";"3,59";"671,92";"0,00";"29,34";"82,78";"45,29";"1.252,85";"948,50";"0,00";"0,00";"0,00";"669,58";"0,00";"0,61";"6,52";"0,00";"671,92";"0,00";"41,47";"20,615";"0,00";"0,025";"0,000";"0,000";"0,00";"0,00";"0,00"
"0,08";"1";"01 - AMERICAS : MERCEARIA NAO ALIMENTOS \ BAZAR \ DESCARTAVEIS \ SACOS PARA LIXO";"1.213,000";"37";"12,57";"15.246,20";"0,02";"362,56";"0,00";"2,38";"4,59";"5.565,39";"0,03";"36,50";"84,38";"45,76";"8.268,92";"8.222,21";"0,00";"0,00";"0,00";"1.458,60";"0,00";"6,06";"55,90";"0,00";"5.565,39";"0,03";"40,37";"180,915";"0,00";"0,990";"0,000";"0,000";"0,00";"0,00";"0,00"
"0,08";"1";"01 - AMERICAS : MERCEARIA NAO ALIMENTOS \ BAZAR \ DESCARTAVEIS \ TALHERES DESCARTAVEIS";"163,000";"6";"4,73";"771,56";"0,00";"0,00";"0,00";"0,00";"1,86";"303,83";"0,00";"39,38";"79,81";"44,39";"429,09";"396,36";"0,00";"0,00";"0,00";"71,37";"0,00";"0,34";"2,88";"0,00";"303,83";"0,00";"43,39";"4,757";"0,00";"0,000";"0,000";"0,000";"0,00";"0,00";"0,00"
"0,10";"1";"01 - AMERICAS : MERCEARIA NAO ALIMENTOS \ BAZAR \ DESCARTAVEIS \ TOALHAS DE PAPEL";"2.820,000";"10";"5,27";"14.860,57";"0,02";"4.701,67";"0,01";"31,64";"1,57";"4.422,85";"0,02";"29,76";"57,72";"36,60";"9.421,83";"9.063,12";"0,00";"0,00";"0,00";"1.374,60";"0,00";"3,48";"55,67";"0,00";"4.422,85";"0,02";"32,80";"626,060";"0,01";"0,000";"0,000";"0,000";"0,00";"0,00";"0,00"
"0,10";"1";"01 - AMERICAS : MERCEARIA NAO ALIMENTOS \ BAZAR \ ELETRO E ELETRONICO \ MAQUINA DE CAFE";"1,000";"1";"598,00";"598,00";"0,00";"0,00";"0,00";"0,00";"119,09";"119,09";"0,00";"19,91";"41,17";"29,17";"423,59";"423,59";"0,00";"0,00";"0,00";"55,32";"0,00";"0,00";"0,00";"0,00";"119,09";"0,00";"21,94";"0,000";"0,00";"0,000";"0,000";"0,000";"0,00";"0,00";"0,00"
"0,10";"1";"01 - AMERICAS : MERCEARIA NAO ALIMENTOS \ BAZAR \ FESTAS \ BALOES";"18,000";"4";"15,08";"271,35";"0,00";"0,00";"0,00";"0,00";"4,41";"79,42";"0,00";"29,27";"70,53";"41,36";"159,12";"112,63";"0,00";"0,00";"0,00";"79,30";"0,00";"0,11";"1,10";"0,00";"79,42";"0,00";"41,35";"1,026";"0,00";"0,000";"0,000";"0,000";"0,00";"0,00";"0,00"
"0,10";"1";"01 - AMERICAS : MERCEARIA NAO ALIMENTOS \ BAZAR \ FESTAS \ EMBALAGENS";"3,000";"1";"6,99";"20,97";"0,00";"0,00";"0,00";"0,00";"1,94";"5,82";"0,00";"27,75";"68,70";"40,72";"12,43";"9,02";"0,00";"0,00";"0,00";"6,13";"0,00";"0,00";"0,08";"0,00";"5,82";"0,00";"39,22";"0,204";"0,00";"0,000";"0,000";"0,000";"0,00";"0,00";"0,00"
"0,10";"1";"01 - AMERICAS : MERCEARIA NAO ALIMENTOS \ BAZAR \ FESTAS \ FAIXAS";"4,000";"1";"5,49";"21,96";"0,00";"0,00";"0,00";"0,00";"1,63";"6,50";"0,00";"29,60";"73,46";"42,35";"12,66";"9,04";"0,00";"0,00";"0,00";"6,42";"0,00";"0,00";"0,03";"0,00";"6,50";"0,00";"41,84";"0,000";"0,00";"0,000";"0,000";"0,000";"0,00";"0,00";"0,00"
"0,10";"1";"01 - AMERICAS : MERCEARIA NAO ALIMENTOS \ BAZAR \ FESTAS \ FOMINHAS-FUNDO";"17,000";"6";"6,67";"113,43";"0,00";"0,00";"0,00";"0,00";"2,08";"35,44";"0,00";"31,24";"80,68";"44,65";"62,78";"44,84";"0,00";"0,00";"0,00";"33,15";"0,00";"0,03";"0,49";"0,00";"35,44";"0,00";"44,15";"0,297";"0,00";"0,000";"0,000";"0,000";"0,00";"0,00";"0,00"
"0,10";"1";"01 - AMERICAS : MERCEARIA NAO ALIMENTOS \ BAZAR \ FESTAS \ VELAS PARA FESTA";"233,000";"25";"5,62";"1.309,65";"0,00";"0,00";"0,00";"0,00";"1,59";"369,64";"0,00";"28,22";"66,54";"39,96";"786,37";"556,79";"0,00";"0,00";"0,00";"383,22";"0,00";"0,18";"3,14";"0,00";"369,64";"0,00";"39,90";"2,666";"0,00";"0,000";"0,000";"0,000";"0,00";"0,00";"0,00"
"0,10";"1";"01 - AMERICAS : MERCEARIA NAO ALIMENTOS \ BAZAR \ LAVANDERIA \ ACESSORIOS LAVANDERIA";"43,000";"6";"11,34";"487,82";"0,00";"0,00";"0,00";"0,00";"3,05";"131,18";"0,00";"26,89";"70,67";"41,41";"285,82";"214,07";"0,00";"0,00";"0,00";"142,57";"0,00";"0,14";"1,56";"0,00";"131,18";"0,00";"38,00";"0,390";"0,00";"0,400";"0,000";"0,000";"0,00";"0,00";"0,00"
"0,10";"1";"01 - AMERICAS : MERCEARIA NAO ALIMENTOS \ BAZAR \ LIMPEZA CASEIRA \ DESENTUPIDOR";"18,000";"2";"20,82";"374,83";"0,00";"0,00";"0,00";"0,00";"6,52";"117,41";"0,00";"31,32";"79,39";"44,25";"208,95";"147,90";"0,00";"0,00";"0,00";"109,52";"0,00";"0,12";"1,06";"0,00";"117,41";"0,00";"44,25";"3,603";"0,00";"0,000";"0,000";"0,000";"0,00";"0,00";"0,00"
"0,10";"1";"01 - AMERICAS : MERCEARIA NAO ALIMENTOS \ BAZAR \ LIMPEZA CASEIRA \ ESCOVA";"87,000";"7";"10,53";"915,83";"0,00";"0,00";"0,00";"0,00";"2,88";"250,26";"0,00";"27,33";"73,89";"42,49";"526,66";"397,88";"0,00";"0,00";"0,00";"267,69";"0,00";"0,28";"2,27";"0,00";"250,26";"0,00";"38,61";"1,708";"0,00";"1,331";"0,000";"0,000";"0,00";"0,00";"0,00"
"0,12";"1";"01 - AMERICAS : MERCEARIA NAO ALIMENTOS \ BAZAR \ LIMPEZA CASEIRA \ ESPONJAS - BUCHAS";"2.101,000";"30";"5,87";"12.338,54";"0,02";"427,65";"0,00";"3,47";"2,39";"5.014,81";"0,03";"40,64";"86,60";"46,41";"6.612,16";"6.172,83";"0,00";"0,00";"0,00";"1.150,90";"0,00";"3,42";"41,65";"0,00";"5.014,81";"0,03";"44,82";"70,253";"0,00";"35,310";"0,100";"123.385,400";"0,00";"0,00";"0,00"
"0,12";"1";"01 - AMERICAS : MERCEARIA NAO ALIMENTOS \ BAZAR \ LIMPEZA CASEIRA \ FLANELAS";"27,000";"3";"11,32";"305,74";"0,00";"0,00";"0,00";"0,00";"3,22";"86,97";"0,00";"28,45";"74,32";"42,63";"175,39";"129,39";"0,00";"0,00";"0,00";"89,38";"0,00";"0,15";"1,03";"0,00";"86,97";"0,00";"40,20";"0,612";"0,00";"0,000";"0,000";"0,000";"0,00";"0,00";"0,00"
"0,12";"1";"01 - AMERICAS : MERCEARIA NAO ALIMENTOS \ BAZAR \ LIMPEZA CASEIRA \ MOP";"1,000";"1";"55,99";"55,99";"0,00";"0,00";"0,00";"0,00";"12,62";"12,62";"0,00";"22,54";"61,68";"38,15";"34,63";"27,01";"0,00";"0,00";"0,00";"16,36";"0,00";"0,04";"0,36";"0,00";"12,62";"0,00";"31,84";"0,000";"0,00";"0,000";"0,000";"0,000";"0,00";"0,00";"0,00"
"0,12";"1";"01 - AMERICAS : MERCEARIA NAO ALIMENTOS \ BAZAR \ LIMPEZA CASEIRA \ PA DE LIXO";"42,000";"4";"16,93";"711,12";"0,00";"0,00";"0,00";"0,00";"4,43";"186,21";"0,00";"26,19";"68,98";"40,82";"420,82";"317,10";"0,00";"0,00";"0,00";"207,80";"0,00";"0,27";"2,00";"0,00";"186,21";"0,00";"37,00";"1,956";"0,00";"0,000";"0,000";"0,000";"0,00";"0,00";"0,00"
"0,13";"1";"01 - AMERICAS : MERCEARIA NAO ALIMENTOS \ BAZAR \ LIMPEZA CASEIRA \ PANO";"744,000";"26";"10,91";"8.117,61";"0,01";"381,75";"0,00";"4,70";"3,10";"2.305,46";"0,01";"28,40";"73,03";"42,21";"4.691,38";"3.439,01";"0,00";"0,00";"0,00";"2.373,14";"0,01";"2,89";"23,30";"0,00";"2.305,46";"0,01";"40,13";"51,535";"0,00";"0,297";"0,000";"0,000";"0,00";"0,00";"0,00"
"0,13";"1";"01 - AMERICAS : MERCEARIA NAO ALIMENTOS \ BAZAR \ LIMPEZA CASEIRA \ PANO UMEDECIDO";"6,000";"1";"21,99";"131,94";"0,00";"0,00";"0,00";"0,00";"2,57";"15,43";"0,00";"11,69";"32,02";"24,25";"99,94";"77,95";"0,00";"0,00";"0,00";"38,56";"0,00";"0,04";"0,28";"0,00";"15,43";"0,00";"16,52";"0,330";"0,00";"0,000";"0,000";"0,000";"0,00";"0,00";"0,00"
"0,13";"1";"01 - AMERICAS : MERCEARIA NAO ALIMENTOS \ BAZAR \ LIMPEZA CASEIRA \ RODO";"53,000";"7";"22,38";"1.185,97";"0,00";"0,00";"0,00";"0,00";"5,78";"306,39";"0,00";"25,83";"65,55";"39,60";"716,37";"533,00";"0,00";"0,00";"0,00";"346,58";"0,00";"0,32";"2,49";"0,00";"306,39";"0,00";"36,50";"0,416";"0,00";"0,000";"0,000";"0,000";"0,00";"0,00";"0,00"
"0,14";"1";"01 - AMERICAS : MERCEARIA NAO ALIMENTOS \ BAZAR \ LIMPEZA CASEIRA \ VASSOURAS";"146,000";"15";"28,88";"4.217,16";"0,01";"42,00";"0,00";"1,00";"8,63";"1.260,32";"0,01";"29,89";"78,40";"43,95";"2.363,90";"1.724,49";"0,00";"0,00";"0,00";"1.232,35";"0,00";"1,23";"11,69";"0,00";"1.260,32";"0,01";"42,22";"0,000";"0,00";"0,000";"0,000";"0,000";"0,00";"0,00";"0,00"
"0,14";"1";"01 - AMERICAS : MERCEARIA NAO ALIMENTOS \ BAZAR \ UTIL CASA E ACESSORIOS \ ACESSORIOS CASA";"24,000";"4";"9,74";"233,77";"0,00";"0,00";"0,00";"0,00";"2,49";"59,71";"0,00";"25,54";"59,88";"37,45";"146,22";"109,72";"0,00";"0,00";"0,00";"64,34";"0,00";"0,20";"1,23";"0,00";"59,71";"0,00";"35,24";"0,810";"0,00";"0,846";"0,000";"0,000";"0,00";"0,00";"0,00"
"0,14";"1";"01 - AMERICAS : MERCEARIA NAO ALIMENTOS \ BAZAR \ UTIL COZINHA \ ACESSORIOS COZINHA";"103,000";"19";"13,00";"1.339,24";"0,00";"0,00";"0,00";"0,00";"4,20";"432,19";"0,00";"32,27";"72,45";"42,01";"776,60";"643,88";"0,00";"0,00";"0,00";"263,17";"0,00";"0,55";"4,94";"0,00";"432,19";"0,00";"40,16";"1,344";"0,00";"1,444";"0,000";"0,000";"0,00";"0,00";"0,00"
"0,14";"1";"01 - AMERICAS : MERCEARIA NAO ALIMENTOS \ BAZAR \ UTIL COZINHA \ CANECA";"19,000";"3";"12,83";"243,81";"0,00";"0,00";"0,00";"0,00";"4,54";"86,35";"0,00";"35,42";"64,01";"39,03";"148,66";"134,91";"0,00";"0,00";"0,00";"22,55";"0,00";"0,10";"1,03";"0,00";"86,35";"0,00";"39,03";"0,000";"0,00";"0,000";"0,000";"0,000";"0,00";"0,00";"0,00"
"0,14";"1";"01 - AMERICAS : MERCEARIA NAO ALIMENTOS \ BAZAR \ UTIL COZINHA \ COPO";"72,000";"4";"3,61";"259,60";"0,00";"0,00";"0,00";"0,00";"1,23";"88,50";"0,00";"34,09";"60,17";"37,57";"162,08";"147,09";"0,00";"0,00";"0,00";"24,01";"0,00";"0,03";"1,14";"0,00";"88,50";"0,00";"37,57";"5,616";"0,00";"52,000";"0,000";"0,000";"0,00";"0,00";"0,00"
"0,14";"1";"01 - AMERICAS : MERCEARIA NAO ALIMENTOS \ BAZAR \ UTIL COZINHA \ KIT UTENSILIOS COZINHA";"2,000";"1";"39,90";"79,80";"0,00";"0,00";"0,00";"0,00";"10,62";"21,23";"0,00";"26,60";"60,24";"37,59";"49,80";"35,25";"0,00";"0,00";"0,00";"23,32";"0,00";"0,06";"0,50";"0,00";"21,23";"0,00";"37,59";"0,000";"0,00";"0,652";"0,000";"0,000";"0,00";"0,00";"0,00"
"0,14";"1";"01 - AMERICAS : MERCEARIA NAO ALIMENTOS \ BAZAR \ UTIL COZINHA \ PANO COPA";"15,000";"2";"12,66";"189,97";"0,00";"0,00";"0,00";"0,00";"3,44";"51,64";"0,00";"27,18";"62,40";"38,42";"116,98";"82,81";"0,00";"0,00";"0,00";"55,52";"0,00";"0,07";"0,58";"0,00";"51,64";"0,00";"38,41";"0,000";"0,00";"5,500";"0,000";"0,000";"0,00";"0,00";"0,00"
"0,14";"1";"01 - AMERICAS : MERCEARIA NAO ALIMENTOS \ BAZAR \ UTIL COZINHA \ POTE";"13,000";"1";"10,99";"142,87";"0,00";"0,00";"0,00";"0,00";"3,01";"39,17";"0,00";"27,42";"69,30";"40,93";"84,39";"61,93";"0,00";"0,00";"0,00";"41,77";"0,00";"0,04";"0,28";"0,00";"39,17";"0,00";"38,74";"7,800";"0,00";"0,000";"0,312";"457,917";"0,00";"0,00";"0,00"
"0,14";"1";"01 - AMERICAS : MERCEARIA NAO ALIMENTOS \ BAZAR \ UTIL COZINHA \ TACA";"19,000";"9";"24,17";"459,27";"0,00";"0,00";"0,00";"0,00";"8,73";"165,89";"0,00";"36,12";"72,44";"42,01";"266,34";"250,90";"0,00";"0,00";"0,00";"42,48";"0,00";"0,18";"1,75";"0,00";"165,89";"0,00";"39,80";"1,314";"0,00";"0,000";"0,000";"0,000";"0,00";"0,00";"0,00"
