"%Acm. Venda";"Código Empresa";"Empresa : Nível 4";"Venda Quantidade";"Venda Itens";"Unitário Médio";"Venda Valor";"Venda % Partic.";"Promoções Valor Venda";"Promoc. % Partic.";"% Partic. Prom./Vda.";"Lucratividade Unit.";"Lucratividade Valor";"Lucrat. % Partic.";"Lucrat. Marg %";"% Mark Up";"% Mark Down";"Custo Bruto";"Custo Líquido";"Despesa Venda";"Compror";"Comissão";"Impostos Venda";"Valor IBS  Municipal";"Valor IBS  Estadual";"Valor CBS";"Valor IS";"Contribuição Valor";"Contrib. % Partic.";"Contrib. Marg %*";"Peso Bruto";"Peso Brt %Partic.";"Peso Líquido";"Volume M ³";"Valor Venda Por M³";"Despesa Fixa";"Desconto Fixo";"Vlr Descto Fora de NF"
"31,25";"9";"09 - RIACHUELO : MERCEARIA \ CONSERVAS \ MOLHOS \ MOLHO MADEIRA";"27,000";"2";"5,65";"152,45";"0,00";"20,31";"0,00";"13,32";"1,88";"50,82";"0,00";"33,34";"58,42";"36,88";"96,23";"87,53";"0,00";"0,00";"0,00";"14,10";"0,00";"0,03";"0,27";"0,00";"50,82";"0,00";"36,73";"6,324";"0,00";"5,900";"0,000";"0,000";"0,00";"0,00";"0,00"
"31,25";"9";"09 - RIACHUELO : MERCEARIA \ CONSERVAS \ MOLHOS \ MOLHO P.LANCHE";"11,000";"2";"8,79";"96,74";"0,00";"20,98";"0,00";"21,69";"2,73";"30,00";"0,00";"31,01";"61,15";"37,95";"60,03";"57,80";"0,00";"0,00";"0,00";"8,95";"0,00";"0,01";"0,16";"0,00";"30,00";"0,00";"34,17";"1,540";"0,00";"2,840";"0,000";"0,000";"0,00";"0,00";"0,00"
"31,25";"9";"09 - RIACHUELO : MERCEARIA \ CONSERVAS \ MOLHOS \ MOLHO P.SALADA";"40,000";"8";"9,01";"360,23";"0,00";"0,00";"0,00";"0,00";"2,82";"112,62";"0,00";"31,26";"54,32";"35,20";"233,43";"214,29";"0,00";"0,00";"0,00";"33,32";"0,00";"0,06";"0,42";"0,00";"112,62";"0,00";"34,45";"11,080";"0,00";"9,440";"0,000";"0,000";"0,00";"0,00";"0,00"
"31,25";"9";"09 - RIACHUELO : MERCEARIA \ CONSERVAS \ MOLHOS \ MOLHO SHOYU";"201,000";"5";"5,12";"1.028,73";"0,00";"87,70";"0,00";"8,53";"1,92";"385,20";"0,00";"37,44";"73,53";"42,37";"592,84";"548,38";"0,00";"0,00";"0,00";"95,16";"0,00";"0,02";"1,81";"0,00";"385,20";"0,00";"41,26";"36,909";"0,00";"13,800";"0,004";"257.182,500";"0,00";"0,00";"0,00"
"31,25";"9";"09 - RIACHUELO : MERCEARIA \ CONSERVAS \ MOLHOS \ MOLHO VERDE";"19,000";"1";"7,53";"143,07";"0,00";"0,00";"0,00";"0,00";"2,44";"46,32";"0,00";"32,38";"58,54";"36,93";"90,24";"83,51";"0,00";"0,00";"0,00";"13,23";"0,00";"0,02";"0,12";"0,00";"46,32";"0,00";"35,68";"4,370";"0,00";"3,800";"0,000";"0,000";"0,00";"0,00";"0,00"
"31,25";"9";"09 - RIACHUELO : MERCEARIA \ CONSERVAS \ MOLHOS \ MOSTARDAS";"266,000";"10";"9,42";"2.504,60";"0,00";"105,09";"0,00";"4,20";"3,24";"862,07";"0,00";"34,42";"69,37";"40,96";"1.478,74";"1.390,57";"0,00";"0,00";"0,00";"251,96";"0,00";"0,34";"3,86";"0,00";"862,07";"0,00";"38,27";"74,941";"0,00";"19,995";"0,000";"0,000";"0,00";"0,00";"0,00"
"31,25";"9";"09 - RIACHUELO : MERCEARIA \ CONSERVAS \ PASTAS \ PASTAS CONSERVA";"8,000";"2";"10,88";"87,05";"0,00";"0,00";"0,00";"0,00";"3,28";"26,21";"0,00";"30,11";"57,44";"36,48";"55,29";"45,75";"0,00";"0,00";"0,00";"15,09";"0,00";"0,00";"0,00";"0,00";"26,21";"0,00";"36,42";"0,000";"0,00";"0,660";"0,000";"0,000";"0,00";"0,00";"0,00"
"31,25";"9";"09 - RIACHUELO : MERCEARIA \ CONSERVAS \ PASTAS \ PATES CONSERVA";"208,000";"10";"10,11";"2.102,25";"0,00";"183,33";"0,00";"8,72";"3,01";"626,54";"0,00";"29,80";"54,78";"35,39";"1.358,25";"1.281,25";"0,00";"0,00";"0,00";"194,46";"0,00";"0,33";"2,72";"0,00";"626,54";"0,00";"32,84";"36,744";"0,00";"14,720";"0,004";"525.562,500";"0,00";"0,00";"0,00"
"31,26";"9";"09 - RIACHUELO : MERCEARIA \ CONSERVAS \ PESCADOS EM CONSERVA \ ATUM";"916,000";"18";"11,29";"10.343,19";"0,01";"260,68";"0,00";"2,52";"3,25";"2.978,57";"0,02";"28,80";"50,35";"33,49";"6.879,49";"6.407,87";"0,00";"0,00";"0,00";"956,75";"0,02";"1,55";"13,06";"0,00";"2.978,57";"0,02";"31,73";"192,223";"0,00";"110,100";"0,193";"53.591,658";"0,00";"0,00";"0,00"
"31,27";"9";"09 - RIACHUELO : MERCEARIA \ CONSERVAS \ PESCADOS EM CONSERVA \ SARDINHA";"1.410,000";"9";"6,86";"9.673,34";"0,01";"376,82";"0,00";"3,90";"1,61";"2.264,15";"0,01";"23,41";"42,44";"29,79";"6.791,38";"5.897,19";"0,00";"0,00";"0,00";"1.512,00";"0,00";"1,51";"10,35";"0,00";"2.264,15";"0,01";"27,74";"236,567";"0,01";"162,000";"0,133";"72.731,880";"0,00";"0,00";"0,00"
"31,27";"9";"09 - RIACHUELO : MERCEARIA \ CONSERVAS \ PRATOS PRONTOS \ ALMONDEGA";"4,000";"1";"13,98";"55,92";"0,00";"0,00";"0,00";"0,00";"4,02";"16,06";"0,00";"28,72";"48,01";"32,44";"37,78";"34,69";"0,00";"0,00";"0,00";"5,17";"0,00";"0,02";"0,22";"0,00";"16,06";"0,00";"31,65";"0,000";"0,00";"0,000";"0,000";"0,000";"0,00";"0,00";"0,00"
"31,27";"9";"09 - RIACHUELO : MERCEARIA \ CONSERVAS \ PRATOS PRONTOS \ FEIJOADA";"23,000";"1";"15,05";"346,07";"0,00";"0,00";"0,00";"0,00";"4,43";"101,99";"0,00";"29,47";"49,85";"33,27";"230,94";"212,06";"0,00";"0,00";"0,00";"32,01";"0,00";"0,07";"0,84";"0,00";"101,99";"0,00";"32,47";"0,000";"0,00";"0,000";"0,000";"0,000";"0,00";"0,00";"0,00"
"31,27";"9";"09 - RIACHUELO : MERCEARIA \ CONSERVAS \ PRATOS PRONTOS \ FIAMBRE";"47,000";"1";"12,98";"610,06";"0,00";"0,00";"0,00";"0,00";"3,64";"171,10";"0,00";"28,05";"46,44";"31,71";"416,59";"382,53";"0,00";"0,00";"0,00";"56,43";"0,00";"0,04";"0,44";"0,00";"171,10";"0,00";"30,91";"0,000";"0,00";"15,040";"0,000";"0,000";"0,00";"0,00";"0,00"
"31,27";"9";"09 - RIACHUELO : MERCEARIA \ CONSERVAS \ PRATOS PRONTOS \ SALSICHA EM CONSERVA";"102,000";"4";"5,72";"583,04";"0,00";"0,00";"0,00";"0,00";"1,71";"173,99";"0,00";"29,84";"54,58";"35,31";"377,18";"318,33";"0,00";"0,00";"0,00";"90,71";"0,00";"0,04";"0,73";"0,00";"173,99";"0,00";"35,34";"28,616";"0,00";"0,000";"0,000";"0,000";"0,00";"0,00";"0,00"
"31,27";"9";"09 - RIACHUELO : MERCEARIA \ CONSERVAS \ SAL \ SAL ESPECIAL";"72,000";"9";"9,43";"679,27";"0,00";"0,00";"0,00";"0,00";"2,76";"198,50";"0,00";"29,22";"50,36";"33,49";"451,75";"415,91";"0,00";"0,00";"0,00";"64,87";"0,00";"0,14";"1,03";"0,00";"198,50";"0,00";"32,31";"16,865";"0,00";"0,500";"0,000";"0,000";"0,00";"0,00";"0,00"
"31,27";"9";"09 - RIACHUELO : MERCEARIA \ CONSERVAS \ SAL \ SAL GROSSO";"188,000";"8";"6,12";"1.149,80";"0,00";"0,00";"0,00";"0,00";"2,52";"473,70";"0,00";"41,20";"98,26";"49,56";"579,94";"536,98";"0,00";"0,00";"0,00";"139,13";"0,00";"0,10";"0,62";"0,00";"473,70";"0,00";"46,87";"147,749";"0,00";"108,000";"0,000";"0,000";"0,00";"0,00";"0,00"
"31,28";"9";"09 - RIACHUELO : MERCEARIA \ CONSERVAS \ SAL \ SAL REFINADO";"1.069,000";"6";"4,74";"5.063,79";"0,01";"6,99";"0,00";"0,14";"2,08";"2.222,04";"0,01";"43,88";"129,63";"56,45";"2.205,23";"2.045,77";"0,00";"0,00";"0,00";"795,98";"0,00";"0,01";"0,05";"0,00";"2.222,04";"0,01";"52,07";"1.032,268";"0,02";"2,200";"0,000";"0,000";"0,00";"0,00";"0,00"
"31,28";"9";"09 - RIACHUELO : MERCEARIA \ CONSERVAS \ SOPAS E CREMES \ CREME";"113,000";"5";"8,05";"909,41";"0,00";"77,60";"0,00";"8,53";"1,91";"216,06";"0,00";"23,76";"66,90";"40,08";"544,89";"427,28";"0,00";"0,00";"0,00";"266,07";"0,00";"0,08";"1,21";"0,00";"216,06";"0,00";"33,58";"4,984";"0,00";"2,164";"0,000";"0,000";"0,00";"0,00";"0,00"
"31,28";"9";"09 - RIACHUELO : MERCEARIA \ CONSERVAS \ SOPAS E CREMES \ SOPA";"116,000";"13";"9,23";"1.070,43";"0,00";"0,00";"0,00";"0,00";"2,40";"278,22";"0,00";"25,99";"74,66";"42,75";"612,86";"479,03";"0,00";"0,00";"0,00";"313,18";"0,00";"0,10";"0,81";"0,00";"278,22";"0,00";"36,74";"15,720";"0,00";"13,646";"0,004";"267.607,500";"0,00";"0,00";"0,00"
"31,28";"9";"09 - RIACHUELO : MERCEARIA \ CONSERVAS \ TEMPEROS \ ALHO TEMPEROS";"110,000";"7";"12,78";"1.405,63";"0,00";"0,00";"0,00";"0,00";"3,59";"394,37";"0,00";"28,06";"56,22";"35,99";"899,76";"701,81";"0,00";"0,00";"0,00";"309,45";"0,00";"0,00";"0,27";"0,00";"394,37";"0,00";"35,98";"23,866";"0,00";"26,000";"0,000";"0,000";"0,00";"0,00";"0,00"
"31,29";"9";"09 - RIACHUELO : MERCEARIA \ CONSERVAS \ TEMPEROS \ CALDO";"1.192,000";"28";"3,54";"4.214,54";"0,01";"98,42";"0,00";"2,34";"1,00";"1.189,12";"0,01";"28,21";"85,22";"46,01";"2.275,39";"1.791,11";"0,00";"0,00";"0,00";"1.234,31";"0,00";"0,00";"4,52";"0,00";"1.189,12";"0,01";"39,90";"62,437";"0,00";"39,324";"0,000";"0,000";"0,00";"0,00";"0,00"
"31,30";"9";"09 - RIACHUELO : MERCEARIA \ CONSERVAS \ TEMPEROS \ TEMPEROS";"1.429,000";"70";"6,88";"9.833,66";"0,01";"197,91";"0,00";"2,01";"2,56";"3.660,17";"0,02";"37,22";"77,81";"43,76";"5.530,56";"5.115,24";"0,00";"0,00";"0,00";"1.058,24";"0,00";"1,28";"12,31";"0,00";"3.660,17";"0,02";"41,71";"116,861";"0,00";"41,470";"0,014";"702.404,286";"0,00";"0,00";"0,00"
"31,30";"9";"09 - RIACHUELO : MERCEARIA \ CONSERVAS \ VEGETAIS EM CONSERVA \ ALCAPARRA";"11,000";"2";"10,71";"117,80";"0,00";"0,00";"0,00";"0,00";"3,05";"33,51";"0,00";"28,45";"47,32";"32,12";"79,96";"73,40";"0,00";"0,00";"0,00";"10,90";"0,00";"0,06";"0,52";"0,00";"33,51";"0,00";"31,35";"2,101";"0,00";"0,900";"0,000";"0,000";"0,00";"0,00";"0,00"
"31,31";"9";"09 - RIACHUELO : MERCEARIA \ CONSERVAS \ VEGETAIS EM CONSERVA \ AZEITONA";"750,000";"32";"8,38";"6.281,46";"0,01";"329,36";"0,00";"5,24";"2,68";"2.011,93";"0,01";"32,03";"61,02";"37,89";"3.901,11";"3.688,49";"0,00";"0,00";"0,00";"581,04";"0,00";"1,03";"7,45";"0,00";"2.011,93";"0,01";"35,29";"187,431";"0,00";"53,100";"0,000";"0,000";"0,00";"0,00";"0,00"
"31,31";"9";"09 - RIACHUELO : MERCEARIA \ CONSERVAS \ VEGETAIS EM CONSERVA \ CEBOLINHA";"1,000";"1";"11,98";"11,98";"0,00";"0,00";"0,00";"0,00";"3,74";"3,74";"0,00";"31,22";"54,18";"35,14";"7,77";"7,13";"0,00";"0,00";"0,00";"1,11";"0,00";"0,01";"0,10";"0,00";"3,74";"0,00";"34,40";"0,000";"0,00";"0,000";"0,000";"0,000";"0,00";"0,00";"0,00"
"31,31";"9";"09 - RIACHUELO : MERCEARIA \ CONSERVAS \ VEGETAIS EM CONSERVA \ CHAMPIGNON";"142,000";"6";"8,78";"1.247,04";"0,00";"0,00";"0,00";"0,00";"1,79";"253,68";"0,00";"20,34";"58,17";"36,78";"788,40";"628,49";"0,00";"0,00";"0,00";"364,87";"0,00";"0,12";"0,73";"0,00";"253,68";"0,00";"28,76";"22,918";"0,00";"12,800";"0,000";"0,000";"0,00";"0,00";"0,00"
"31,31";"9";"09 - RIACHUELO : MERCEARIA \ CONSERVAS \ VEGETAIS EM CONSERVA \ DUETO ERVILHA E MILHO";"78,000";"2";"5,48";"427,44";"0,00";"0,00";"0,00";"0,00";"1,60";"125,13";"0,00";"29,27";"52,59";"34,46";"280,13";"262,77";"0,00";"0,00";"0,00";"39,54";"0,00";"0,00";"0,32";"0,00";"125,13";"0,00";"32,26";"27,484";"0,00";"9,520";"0,000";"0,000";"0,00";"0,00";"0,00"
"31,31";"9";"09 - RIACHUELO : MERCEARIA \ CONSERVAS \ VEGETAIS EM CONSERVA \ ERVILHA CONSERVA";"436,000";"5";"3,38";"1.474,77";"0,00";"107,95";"0,00";"7,32";"1,13";"491,04";"0,00";"33,30";"73,83";"42,47";"848,39";"847,31";"0,00";"0,00";"0,00";"136,42";"0,00";"0,01";"2,39";"0,00";"491,04";"0,00";"36,69";"140,349";"0,00";"0,000";"0,000";"0,000";"0,00";"0,00";"0,00"
"31,31";"9";"09 - RIACHUELO : MERCEARIA \ CONSERVAS \ VEGETAIS EM CONSERVA \ FEIJAO";"51,000";"3";"8,00";"407,80";"0,00";"0,00";"0,00";"0,00";"1,77";"90,02";"0,00";"22,07";"45,61";"31,32";"280,06";"280,06";"0,00";"0,00";"0,00";"37,72";"0,00";"0,04";"0,28";"0,00";"90,02";"0,00";"24,32";"6,672";"0,00";"0,000";"0,000";"0,000";"0,00";"0,00";"0,00"
"31,31";"9";"09 - RIACHUELO : MERCEARIA \ CONSERVAS \ VEGETAIS EM CONSERVA \ GRAO DE BICO";"24,000";"2";"7,75";"185,95";"0,00";"0,00";"0,00";"0,00";"2,00";"48,05";"0,00";"25,84";"50,93";"33,75";"123,20";"120,70";"0,00";"0,00";"0,00";"17,20";"0,00";"0,03";"0,21";"0,00";"48,05";"0,00";"28,47";"9,451";"0,00";"1,190";"0,000";"0,000";"0,00";"0,00";"0,00"
"31,32";"9";"09 - RIACHUELO : MERCEARIA \ CONSERVAS \ VEGETAIS EM CONSERVA \ MILHO VERDE";"2.126,000";"9";"3,73";"7.934,94";"0,01";"1.282,04";"0,00";"16,16";"1,49";"3.163,55";"0,02";"39,87";"96,39";"49,08";"4.040,43";"4.037,41";"0,00";"0,00";"0,00";"733,98";"0,00";"0,07";"9,25";"0,00";"3.163,55";"0,02";"43,93";"618,551";"0,01";"238,660";"0,000";"0,000";"0,00";"0,00";"0,00"
"31,32";"9";"09 - RIACHUELO : MERCEARIA \ CONSERVAS \ VEGETAIS EM CONSERVA \ PALMITO";"80,000";"6";"20,39";"1.631,32";"0,00";"39,96";"0,00";"2,45";"5,62";"449,82";"0,00";"27,57";"56,58";"36,14";"1.041,83";"1.030,61";"0,00";"0,00";"0,00";"150,90";"0,00";"0,18";"1,38";"0,00";"449,82";"0,00";"30,38";"48,528";"0,00";"2,250";"0,000";"0,000";"0,00";"0,00";"0,00"
"31,32";"9";"09 - RIACHUELO : MERCEARIA \ CONSERVAS \ VEGETAIS EM CONSERVA \ PEPINO";"9,000";"1";"24,98";"224,82";"0,00";"0,00";"0,00";"0,00";"8,46";"76,14";"0,00";"33,87";"61,35";"38,02";"139,34";"127,89";"0,00";"0,00";"0,00";"20,80";"0,00";"0,02";"0,20";"0,00";"76,14";"0,00";"37,32";"7,893";"0,00";"2,700";"0,000";"0,000";"0,00";"0,00";"0,00"
"31,32";"9";"09 - RIACHUELO : MERCEARIA \ CONSERVAS \ VEGETAIS EM CONSERVA \ PICKLES";"2,000";"1";"9,98";"19,96";"0,00";"0,00";"0,00";"0,00";"2,79";"5,58";"0,00";"27,96";"46,23";"31,61";"13,65";"12,53";"0,00";"0,00";"0,00";"1,85";"0,00";"0,00";"0,00";"0,00";"5,58";"0,00";"30,81";"1,110";"0,00";"0,400";"0,000";"0,000";"0,00";"0,00";"0,00"
"31,32";"9";"09 - RIACHUELO : MERCEARIA \ CONSERVAS \ VEGETAIS EM CONSERVA \ PIMENTA";"28,000";"5";"15,76";"441,20";"0,00";"0,00";"0,00";"0,00";"4,53";"126,78";"0,00";"28,74";"48,61";"32,71";"296,88";"273,61";"0,00";"0,00";"0,00";"40,81";"0,00";"0,02";"0,26";"0,00";"126,78";"0,00";"31,66";"0,000";"0,00";"0,200";"0,000";"0,000";"0,00";"0,00";"0,00"
"31,32";"9";"09 - RIACHUELO : MERCEARIA \ CONSERVAS \ VEGETAIS EM CONSERVA \ SELETA LEGUMES";"43,000";"2";"5,66";"243,18";"0,00";"0,00";"0,00";"0,00";"1,70";"73,03";"0,00";"30,03";"60,96";"37,87";"151,08";"147,66";"0,00";"0,00";"0,00";"22,49";"0,00";"0,06";"0,30";"0,00";"73,03";"0,00";"33,09";"3,608";"0,00";"1,870";"0,000";"0,000";"0,00";"0,00";"0,00"
"31,32";"9";"09 - RIACHUELO : MERCEARIA \ CONSERVAS \ VEGETAIS EM CONSERVA \ TREMOCOS";"2,000";"1";"18,98";"37,96";"0,00";"0,00";"0,00";"0,00";"5,75";"11,49";"0,00";"30,27";"51,90";"34,17";"24,99";"22,96";"0,00";"0,00";"0,00";"3,51";"0,00";"0,00";"0,00";"0,00";"11,49";"0,00";"33,35";"0,000";"0,00";"0,000";"0,000";"0,000";"0,00";"0,00";"0,00"
"31,32";"9";"09 - RIACHUELO : MERCEARIA \ CONSERVAS \ VINAGRE-VINHO CULINARIO \ VINAGRE ALCOOL";"425,000";"7";"3,92";"1.665,18";"0,00";"36,19";"0,00";"2,17";"1,39";"589,86";"0,00";"35,42";"89,91";"47,34";"876,84";"815,47";"0,00";"0,00";"0,00";"259,85";"0,00";"0,01";"1,90";"0,00";"589,86";"0,00";"41,97";"345,160";"0,01";"38,000";"0,000";"0,000";"0,00";"0,00";"0,00"
"31,32";"9";"09 - RIACHUELO : MERCEARIA \ CONSERVAS \ VINAGRE-VINHO CULINARIO \ VINAGRE ESPECIAL";"28,000";"3";"8,19";"229,23";"0,00";"27,92";"0,00";"12,18";"2,31";"64,68";"0,00";"28,22";"65,60";"39,62";"138,42";"128,76";"0,00";"0,00";"0,00";"35,80";"0,00";"0,06";"0,30";"0,00";"64,68";"0,00";"33,44";"0,000";"0,00";"0,000";"0,000";"0,000";"0,00";"0,00";"0,00"
"31,32";"9";"09 - RIACHUELO : MERCEARIA \ CONSERVAS \ VINAGRE-VINHO CULINARIO \ VINAGRE FRUTAS";"164,000";"7";"7,69";"1.260,80";"0,00";"112,39";"0,00";"8,91";"2,09";"343,19";"0,00";"27,22";"62,73";"38,55";"774,80";"720,55";"0,00";"0,00";"0,00";"197,06";"0,00";"0,29";"1,55";"0,00";"343,19";"0,00";"32,26";"117,673";"0,00";"31,125";"0,000";"0,000";"0,00";"0,00";"0,00"
"31,32";"9";"09 - RIACHUELO : MERCEARIA \ CONSERVAS \ VINAGRE-VINHO CULINARIO \ VINAGRE VINHO";"49,000";"5";"7,33";"359,04";"0,00";"0,00";"0,00";"0,00";"2,10";"102,84";"0,00";"28,64";"66,86";"40,07";"215,17";"200,11";"0,00";"0,00";"0,00";"56,09";"0,00";"0,06";"0,33";"0,00";"102,84";"0,00";"33,95";"0,000";"0,00";"13,125";"0,000";"0,000";"0,00";"0,00";"0,00"
"31,32";"9";"09 - RIACHUELO : MERCEARIA \ MASSAS \ MASSAS ALETR-C ANJO-CAPEL \ MASSAS ALETR-C ANJO-CAPEL";"19,000";"2";"6,58";"125,03";"0,00";"0,00";"0,00";"0,00";"2,03";"38,65";"0,00";"30,91";"49,81";"33,25";"83,46";"77,62";"0,00";"0,00";"0,00";"8,76";"0,00";"0,00";"0,00";"0,00";"38,65";"0,00";"33,24";"0,000";"0,00";"0,000";"0,000";"0,000";"0,00";"0,00";"0,00"
"31,32";"9";"09 - RIACHUELO : MERCEARIA \ MASSAS \ MASSAS CONCHINHA \ MASSAS CONCHINHA";"22,000";"1";"4,98";"109,56";"0,00";"0,00";"0,00";"0,00";"1,51";"33,11";"0,00";"30,22";"48,21";"32,53";"73,92";"68,75";"0,00";"0,00";"0,00";"7,70";"0,00";"0,00";"0,00";"0,00";"33,11";"0,00";"32,51";"11,220";"0,00";"0,000";"0,000";"0,000";"0,00";"0,00";"0,00"
"31,34";"9";"09 - RIACHUELO : MERCEARIA \ MASSAS \ MASSAS ESPAGUETE \ MASSAS ESPAGUETE";"2.657,000";"17";"5,52";"14.658,33";"0,02";"6.710,43";"0,01";"45,78";"1,36";"3.619,08";"0,02";"24,69";"36,94";"26,97";"10.704,41";"10.010,60";"0,00";"0,00";"0,00";"1.028,65";"0,00";"0,00";"0,00";"0,00";"3.619,08";"0,02";"26,55";"2.384,773";"0,05";"2.268,800";"0,000";"0,000";"0,00";"0,00";"0,00"
"31,34";"9";"09 - RIACHUELO : MERCEARIA \ MASSAS \ MASSAS ESPECIAIS \ MASSAS ESPECIAIS SECA";"149,000";"7";"6,43";"958,81";"0,00";"16,17";"0,00";"1,69";"2,11";"314,89";"0,00";"32,84";"60,46";"37,68";"597,53";"550,10";"0,00";"0,00";"0,00";"93,82";"0,00";"0,00";"0,00";"0,00";"314,89";"0,00";"36,40";"50,368";"0,00";"56,000";"0,000";"0,000";"0,00";"0,00";"0,00"
"31,34";"9";"09 - RIACHUELO : MERCEARIA \ MASSAS \ MASSAS FIDELINHO \ MASSAS FIDELINHO";"279,000";"5";"5,07";"1.414,40";"0,00";"33,32";"0,00";"2,36";"1,60";"447,39";"0,00";"31,63";"51,53";"34,01";"933,40";"868,01";"0,00";"0,00";"0,00";"99,00";"0,00";"0,00";"0,00";"0,00";"447,39";"0,00";"34,01";"120,295";"0,00";"20,000";"0,000";"0,000";"0,00";"0,00";"0,00"
"31,34";"9";"09 - RIACHUELO : MERCEARIA \ MASSAS \ MASSAS GRANO DURO \ MASSAS GRANO DURO";"113,000";"8";"8,98";"1.014,88";"0,00";"0,00";"0,00";"0,00";"2,82";"318,87";"0,00";"31,42";"51,06";"33,80";"671,86";"624,82";"0,00";"0,00";"0,00";"71,19";"0,00";"0,00";"0,00";"0,00";"318,87";"0,00";"33,79";"24,240";"0,00";"9,000";"0,000";"0,000";"0,00";"0,00";"0,00"
"31,34";"9";"09 - RIACHUELO : MERCEARIA \ MASSAS \ MASSAS GRAVATA \ MASSAS GRAVATA";"34,000";"2";"5,47";"186,12";"0,00";"0,00";"0,00";"0,00";"1,58";"53,83";"0,00";"28,92";"45,22";"31,14";"128,16";"119,19";"0,00";"0,00";"0,00";"13,10";"0,00";"0,00";"0,00";"0,00";"53,83";"0,00";"31,11";"11,154";"0,00";"0,000";"0,000";"0,000";"0,00";"0,00";"0,00"
"31,34";"9";"09 - RIACHUELO : MERCEARIA \ MASSAS \ MASSAS INSTANTANEA \ MASSAS INSTANTANEA COPO";"343,000";"11";"5,75";"1.971,19";"0,00";"0,00";"0,00";"0,00";"1,72";"588,46";"0,00";"29,85";"42,56";"29,85";"1.382,73";"1.382,73";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"1,32";"0,00";"588,46";"0,00";"29,85";"31,851";"0,00";"13,656";"0,000";"0,000";"0,00";"0,00";"0,00"
"31,36";"9";"09 - RIACHUELO : MERCEARIA \ MASSAS \ MASSAS INSTANTANEA \ MASSAS INSTANTANEA PACOTE";"4.934,000";"29";"3,21";"15.837,16";"0,02";"565,77";"0,00";"3,57";"1,00";"4.929,83";"0,03";"31,13";"45,20";"31,13";"10.907,33";"10.907,33";"0,00";"0,00";"0,00";"0,00";"0,00";"0,16";"11,70";"0,00";"4.929,83";"0,03";"31,13";"517,387";"0,01";"472,175";"0,000";"0,000";"0,00";"0,00";"0,00"
"31,36";"9";"09 - RIACHUELO : MERCEARIA \ MASSAS \ MASSAS LASANHA \ MASSAS LASANHA";"148,000";"6";"8,15";"1.206,14";"0,00";"39,96";"0,00";"3,31";"2,83";"418,28";"0,00";"34,68";"60,69";"37,77";"750,58";"703,69";"0,00";"0,00";"0,00";"84,17";"0,00";"0,00";"0,00";"0,00";"418,28";"0,00";"37,28";"39,549";"0,00";"46,500";"0,000";"0,000";"0,00";"0,00";"0,00"
"31,36";"9";"09 - RIACHUELO : MERCEARIA \ MASSAS \ MASSAS LETRINHA BICHINHOS \ MASSAS LETRINHAS";"7,000";"1";"5,05";"35,37";"0,00";"0,00";"0,00";"0,00";"1,57";"11,01";"0,00";"31,13";"50,38";"33,50";"23,52";"21,88";"0,00";"0,00";"0,00";"2,48";"0,00";"0,00";"0,00";"0,00";"11,01";"0,00";"33,48";"3,535";"0,00";"0,000";"0,000";"0,000";"0,00";"0,00";"0,00"
"31,36";"9";"09 - RIACHUELO : MERCEARIA \ MASSAS \ MASSAS NHOQUE \ MASSAS NHOQUE";"33,000";"2";"8,41";"277,50";"0,00";"0,00";"0,00";"0,00";"2,05";"67,57";"0,00";"24,35";"53,89";"35,02";"180,32";"161,54";"0,00";"0,00";"0,00";"48,39";"0,00";"0,00";"0,00";"0,00";"67,57";"0,00";"29,49";"0,000";"0,00";"8,000";"0,000";"0,000";"0,00";"0,00";"0,00"
"31,36";"9";"09 - RIACHUELO : MERCEARIA \ MASSAS \ MASSAS NINHO \ MASSAS NINHO";"367,000";"9";"5,98";"2.195,12";"0,00";"0,00";"0,00";"0,00";"1,84";"675,42";"0,00";"30,77";"49,47";"33,10";"1.468,63";"1.365,82";"0,00";"0,00";"0,00";"153,88";"0,00";"0,00";"0,00";"0,00";"675,42";"0,00";"33,09";"186,982";"0,00";"152,500";"0,000";"0,000";"0,00";"0,00";"0,00"
"31,36";"9";"09 - RIACHUELO : MERCEARIA \ MASSAS \ MASSAS P NOSSO-AV MARIA \ MASSAS P NOSSO-AV MARIA";"56,000";"2";"5,21";"291,52";"0,00";"14,97";"0,00";"5,14";"1,59";"88,89";"0,00";"30,49";"48,73";"32,77";"196,00";"182,28";"0,00";"0,00";"0,00";"20,35";"0,00";"0,00";"0,00";"0,00";"88,89";"0,00";"32,78";"28,632";"0,00";"0,000";"0,000";"0,000";"0,00";"0,00";"0,00"
"31,37";"9";"09 - RIACHUELO : MERCEARIA \ MASSAS \ MASSAS PARAFUSO-FUSILLI \ MASSAS PARAFUSO-FUSILLI";"1.055,000";"17";"5,77";"6.085,88";"0,01";"302,94";"0,00";"4,98";"1,87";"1.970,80";"0,01";"32,38";"55,55";"35,71";"3.912,47";"3.688,70";"0,00";"0,00";"0,00";"426,38";"0,00";"0,00";"0,00";"0,00";"1.970,80";"0,01";"34,82";"601,786";"0,01";"305,600";"0,525";"11.592,152";"0,00";"0,00";"0,00"
