"%Acm. Venda";"Código Empresa";"Empresa : Nível 4";"Venda Quantidade";"Venda Itens";"Unitário Médio";"Venda Valor";"Venda % Partic.";"Promoções Valor Venda";"Promoc. % Partic.";"% Partic. Prom./Vda.";"Lucratividade Unit.";"Lucratividade Valor";"Lucrat. % Partic.";"Lucrat. Marg %";"% Mark Up";"% Mark Down";"Custo Bruto";"Custo Líquido";"Despesa Venda";"Compror";"Comissão";"Impostos Venda";"Valor IBS  Municipal";"Valor IBS  Estadual";"Valor CBS";"Valor IS";"Contribuição Valor";"Contrib. % Partic.";"Contrib. Marg %*";"Peso Bruto";"Peso Brt %Partic.";"Peso Líquido";"Volume M ³";"Valor Venda Por M³";"Despesa Fixa";"Desconto Fixo";"Vlr Descto Fora de NF"
"0,00";"1";"01 - AMERICAS : MERCEARIA NAO ALIMENTOS \ BAZAR \ ARMARINHO \ ACESSORIOS ARMARINHO";"885,000";"28";"3,90";"3.454,81";"0,00";"0,00";"0,00";"0,00";"1,01";"897,71";"0,00";"25,98";"86,79";"46,47";"1.849,52";"1.739,93";"0,00";"0,00";"0,00";"817,17";"0,00";"0,75";"23,36";"0,00";"897,71";"0,00";"34,03";"1,205";"0,00";"0,090";"0,000";"0,000";"0,00";"0,00";"0,00"
"0,00";"1";"01 - AMERICAS : MERCEARIA NAO ALIMENTOS \ BAZAR \ BOLSAS E SACOLAS \ BOLSA BRINDE";"11,000";"2";"4,90";"53,89";"0,00";"0,00";"0,00";"0,00";"1,73";"18,99";"0,00";"35,24";"104,36";"51,07";"26,37";"19,13";"0,00";"0,00";"0,00";"15,77";"0,00";"0,00";"0,35";"0,00";"18,99";"0,00";"49,81";"0,491";"0,00";"0,000";"0,000";"0,000";"0,00";"0,00";"0,00"
"0,00";"1";"01 - AMERICAS : MERCEARIA NAO ALIMENTOS \ BAZAR \ BOLSAS E SACOLAS \ BOLSA TERMICA";"4,000";"1";"22,90";"91,60";"0,00";"0,00";"0,00";"0,00";"3,87";"15,47";"0,00";"16,89";"62,07";"38,30";"56,52";"49,37";"0,00";"0,00";"0,00";"26,77";"0,00";"0,08";"0,60";"0,00";"15,47";"0,00";"23,86";"0,000";"0,00";"0,000";"0,000";"0,000";"0,00";"0,00";"0,00"
"0,01";"1";"01 - AMERICAS : MERCEARIA NAO ALIMENTOS \ BAZAR \ BOLSAS E SACOLAS \ SACOLA RECICLAVEL";"103.228,000";"2";"0,08";"8.258,21";"0,01";"0,00";"0,00";"0,00";"0,00";"20,24";"0,00";"0,25";"14,41";"12,59";"7.218,37";"5.630,34";"0,00";"0,00";"0,00";"2.607,62";"0,00";"0,00";"5,08";"0,00";"20,24";"0,00";"0,36";"25.579,020";"0,58";"82.582,400";"1,617";"5.107,118";"0,00";"0,00";"0,00"
"0,02";"1";"01 - AMERICAS : MERCEARIA NAO ALIMENTOS \ BAZAR \ BOLSAS E SACOLAS \ SACOLA RETORNAVEL";"563,000";"2";"6,99";"3.935,37";"0,01";"0,00";"0,00";"0,00";"2,47";"1.388,95";"0,01";"35,29";"99,98";"49,99";"1.967,92";"1.395,60";"0,00";"0,00";"0,00";"1.150,82";"0,00";"0,05";"22,56";"0,00";"1.388,95";"0,01";"49,88";"36,530";"0,00";"0,000";"0,000";"0,000";"0,00";"0,00";"0,00"
"0,02";"1";"01 - AMERICAS : MERCEARIA NAO ALIMENTOS \ BAZAR \ CALCADOS \ ACESSORIOS PARA CALCADOS";"2,000";"1";"5,59";"11,18";"0,00";"0,00";"0,00";"0,00";"1,48";"2,96";"0,00";"26,48";"59,71";"37,39";"7,00";"4,96";"0,00";"0,00";"0,00";"3,27";"0,00";"0,00";"0,08";"0,00";"2,96";"0,00";"37,40";"0,000";"0,00";"0,000";"0,000";"0,000";"0,00";"0,00";"0,00"
"0,02";"1";"01 - AMERICAS : MERCEARIA NAO ALIMENTOS \ BAZAR \ CALCADOS \ GRAXAS";"15,000";"4";"18,32";"274,85";"0,00";"0,00";"0,00";"0,00";"4,17";"62,61";"0,00";"22,78";"66,39";"39,90";"165,18";"131,91";"0,00";"0,00";"0,00";"80,33";"0,00";"0,15";"1,70";"0,00";"62,61";"0,00";"32,19";"0,980";"0,00";"0,540";"0,000";"0,000";"0,00";"0,00";"0,00"
"0,03";"1";"01 - AMERICAS : MERCEARIA NAO ALIMENTOS \ BAZAR \ CALCADOS \ SANDALIAS";"218,000";"24";"16,87";"3.678,71";"0,01";"2.102,76";"0,00";"57,16";"3,74";"815,60";"0,00";"22,17";"64,31";"39,14";"2.238,88";"1.787,96";"0,00";"0,00";"0,00";"1.075,16";"0,00";"2,68";"23,06";"0,00";"815,60";"0,00";"31,33";"66,227";"0,00";"0,000";"0,000";"0,000";"0,00";"0,00";"0,00"
"0,03";"1";"01 - AMERICAS : MERCEARIA NAO ALIMENTOS \ BAZAR \ CHURRASCO \ ACESSORIOS CHURRASCO";"115,000";"5";"9,33";"1.073,35";"0,00";"0,00";"0,00";"0,00";"3,43";"394,82";"0,00";"36,78";"119,22";"54,38";"489,62";"406,53";"0,00";"0,00";"0,00";"272,00";"0,00";"0,42";"7,00";"0,00";"394,82";"0,00";"49,27";"18,110";"0,00";"16,800";"0,000";"0,000";"0,00";"0,00";"0,00"
"0,05";"1";"01 - AMERICAS : MERCEARIA NAO ALIMENTOS \ BAZAR \ CHURRASCO \ CARVAO";"418,000";"2";"25,05";"10.472,97";"0,02";"0,00";"0,00";"0,00";"7,68";"3.208,23";"0,02";"30,63";"94,31";"48,54";"5.389,74";"4.203,99";"0,00";"0,00";"0,00";"3.060,76";"0,01";"5,96";"67,63";"0,00";"3.208,23";"0,02";"43,28";"1.597,588";"0,04";"805,000";"2,898";"3.613,861";"0,00";"0,00";"0,00"
"0,05";"1";"01 - AMERICAS : MERCEARIA NAO ALIMENTOS \ BAZAR \ CHURRASCO \ ESPETO";"4,000";"1";"7,99";"31,96";"0,00";"0,00";"0,00";"0,00";"2,22";"8,86";"0,00";"27,72";"64,49";"39,21";"19,43";"13,75";"0,00";"0,00";"0,00";"9,35";"0,00";"0,04";"0,20";"0,00";"8,86";"0,00";"39,18";"0,348";"0,00";"0,000";"0,000";"0,000";"0,00";"0,00";"0,00"
"0,05";"1";"01 - AMERICAS : MERCEARIA NAO ALIMENTOS \ BAZAR \ CHURRASCO \ GRELHA";"6,000";"1";"55,93";"335,55";"0,00";"0,00";"0,00";"0,00";"16,83";"100,97";"0,00";"30,09";"73,95";"42,51";"192,90";"136,54";"0,00";"0,00";"0,00";"98,04";"0,00";"0,24";"2,14";"0,00";"100,97";"0,00";"42,51";"0,000";"0,00";"0,000";"0,000";"0,000";"0,00";"0,00";"0,00"
"0,05";"1";"01 - AMERICAS : MERCEARIA NAO ALIMENTOS \ BAZAR \ CHURRASCO \ PALITOS";"54,000";"1";"10,75";"580,58";"0,00";"0,00";"0,00";"0,00";"3,89";"209,92";"0,00";"36,16";"104,52";"51,11";"283,87";"200,94";"0,00";"0,00";"0,00";"169,72";"0,00";"0,54";"3,72";"0,00";"209,92";"0,00";"51,09";"0,000";"0,00";"0,000";"0,000";"0,000";"0,00";"0,00";"0,00"
"0,05";"1";"01 - AMERICAS : MERCEARIA NAO ALIMENTOS \ BAZAR \ CHURRASCO \ TABUA";"8,000";"2";"22,87";"182,92";"0,00";"0,00";"0,00";"0,00";"8,03";"64,20";"0,00";"35,10";"69,06";"40,85";"108,20";"93,22";"0,00";"0,00";"0,00";"25,51";"0,00";"0,17";"1,39";"0,00";"64,20";"0,00";"40,78";"0,000";"0,00";"1,498";"0,000";"0,000";"0,00";"0,00";"0,00"
"0,06";"1";"01 - AMERICAS : MERCEARIA NAO ALIMENTOS \ BAZAR \ DESCARTAVEIS \ ALUMINIO";"569,000";"15";"6,63";"3.771,41";"0,01";"0,00";"0,00";"0,00";"2,28";"1.295,58";"0,01";"34,35";"103,20";"50,79";"1.855,99";"1.373,17";"0,00";"0,00";"0,00";"1.102,66";"0,00";"1,22";"24,31";"0,00";"1.295,58";"0,01";"48,55";"33,110";"0,00";"0,000";"0,000";"0,000";"0,00";"0,00";"0,00"
"0,06";"1";"01 - AMERICAS : MERCEARIA NAO ALIMENTOS \ BAZAR \ DESCARTAVEIS \ CANUDOS";"2,000";"1";"3,29";"6,58";"0,00";"0,00";"0,00";"0,00";"0,98";"1,96";"0,00";"29,79";"75,00";"42,86";"3,76";"2,68";"0,00";"0,00";"0,00";"1,93";"0,00";"0,00";"0,04";"0,00";"1,96";"0,00";"42,18";"0,000";"0,00";"0,000";"0,000";"0,000";"0,00";"0,00";"0,00"
"0,06";"1";"01 - AMERICAS : MERCEARIA NAO ALIMENTOS \ BAZAR \ DESCARTAVEIS \ COPOS-TULIPAS";"191,000";"7";"9,85";"1.880,90";"0,00";"0,00";"0,00";"0,00";"4,04";"772,54";"0,00";"41,07";"87,71";"46,73";"1.002,00";"900,33";"0,00";"0,00";"0,00";"208,02";"0,00";"1,93";"15,80";"0,00";"772,54";"0,00";"46,18";"24,389";"0,00";"0,000";"0,000";"0,000";"0,00";"0,00";"0,00"
"0,06";"1";"01 - AMERICAS : MERCEARIA NAO ALIMENTOS \ BAZAR \ DESCARTAVEIS \ FILMES PLASTICOS";"198,000";"5";"7,70";"1.525,47";"0,00";"0,00";"0,00";"0,00";"2,03";"401,98";"0,00";"26,35";"70,27";"41,27";"895,92";"677,43";"0,00";"0,00";"0,00";"446,05";"0,00";"1,03";"9,59";"0,00";"401,98";"0,00";"37,24";"23,317";"0,00";"0,000";"0,000";"0,000";"0,00";"0,00";"0,00"
"0,07";"1";"01 - AMERICAS : MERCEARIA NAO ALIMENTOS \ BAZAR \ DESCARTAVEIS \ FILTROS";"1.043,000";"8";"4,58";"4.774,94";"0,01";"4.200,02";"0,01";"87,96";"1,50";"1.564,36";"0,01";"32,76";"62,18";"38,34";"2.944,30";"2.765,90";"0,00";"0,00";"0,00";"444,68";"0,00";"0,77";"38,77";"0,00";"1.564,36";"0,01";"36,13";"68,933";"0,00";"0,000";"0,000";"0,000";"0,00";"0,00";"0,00"
"0,07";"1";"01 - AMERICAS : MERCEARIA NAO ALIMENTOS \ BAZAR \ DESCARTAVEIS \ FORMAS";"17,000";"1";"15,99";"271,83";"0,00";"0,00";"0,00";"0,00";"5,84";"99,20";"0,00";"36,49";"67,26";"40,21";"162,52";"147,48";"0,00";"0,00";"0,00";"25,14";"0,00";"0,17";"2,21";"0,00";"99,20";"0,00";"40,21";"0,000";"0,00";"0,000";"0,000";"0,000";"0,00";"0,00";"0,00"
"0,07";"1";"01 - AMERICAS : MERCEARIA NAO ALIMENTOS \ BAZAR \ DESCARTAVEIS \ FOSFOROS";"244,000";"2";"5,41";"1.319,56";"0,00";"0,00";"0,00";"0,00";"1,48";"360,81";"0,00";"27,34";"84,13";"45,69";"716,66";"572,32";"0,00";"0,00";"0,00";"386,43";"0,00";"0,00";"7,40";"0,00";"360,81";"0,00";"38,67";"17,444";"0,00";"0,000";"0,000";"0,000";"0,00";"0,00";"0,00"
"0,08";"1";"01 - AMERICAS : MERCEARIA NAO ALIMENTOS \ BAZAR \ DESCARTAVEIS \ GUARDANAPOS";"1.373,000";"8";"3,76";"5.165,69";"0,01";"2.785,61";"0,00";"53,93";"0,76";"1.037,46";"0,01";"20,08";"37,64";"27,35";"3.752,96";"3.650,40";"0,00";"0,00";"0,00";"477,83";"0,00";"1,26";"39,12";"0,00";"1.037,46";"0,01";"22,13";"104,811";"0,00";"0,000";"0,000";"0,000";"0,00";"0,00";"0,00"
"0,08";"1";"01 - AMERICAS : MERCEARIA NAO ALIMENTOS \ BAZAR \ DESCARTAVEIS \ KIT DESCARTAVEL";"14,000";"1";"7,45";"104,26";"0,00";"0,00";"0,00";"0,00";"3,54";"49,54";"0,00";"47,52";"113,65";"53,19";"48,80";"45,08";"0,00";"0,00";"0,00";"9,64";"0,00";"0,14";"0,82";"0,00";"49,54";"0,00";"52,36";"0,560";"0,00";"0,000";"0,000";"0,000";"0,00";"0,00";"0,00"
"0,08";"1";"01 - AMERICAS : MERCEARIA NAO ALIMENTOS \ BAZAR \ DESCARTAVEIS \ PALITOS";"115,000";"1";"1,50";"172,55";"0,00";"0,00";"0,00";"0,00";"0,63";"72,38";"0,00";"41,95";"175,64";"63,72";"62,60";"49,54";"0,00";"0,00";"0,00";"50,63";"0,00";"0,00";"1,15";"0,00";"72,38";"0,00";"59,37";"1,725";"0,00";"0,000";"0,000";"0,000";"0,00";"0,00";"0,00"
"0,08";"1";"01 - AMERICAS : MERCEARIA NAO ALIMENTOS \ BAZAR \ DESCARTAVEIS \ PAPEL MANTEIGA";"36,000";"2";"5,80";"208,94";"0,00";"0,00";"0,00";"0,00";"1,75";"62,90";"0,00";"30,10";"84,04";"45,66";"113,53";"84,94";"0,00";"0,00";"0,00";"61,10";"0,00";"0,01";"1,30";"0,00";"62,90";"0,00";"42,55";"2,958";"0,00";"0,000";"0,000";"0,000";"0,00";"0,00";"0,00"
"0,08";"1";"01 - AMERICAS : MERCEARIA NAO ALIMENTOS \ BAZAR \ DESCARTAVEIS \ PRATOS";"250,000";"9";"5,93";"1.483,62";"0,00";"0,00";"0,00";"0,00";"2,56";"640,38";"0,00";"43,16";"92,94";"48,17";"768,94";"706,00";"0,00";"0,00";"0,00";"137,23";"0,00";"0,88";"11,68";"0,00";"640,38";"0,00";"47,56";"11,740";"0,00";"0,000";"0,000";"0,000";"0,00";"0,00";"0,00"
"0,08";"1";"01 - AMERICAS : MERCEARIA NAO ALIMENTOS \ BAZAR \ DESCARTAVEIS \ SACOS";"177,000";"12";"9,81";"1.735,74";"0,00";"0,00";"0,00";"0,00";"2,79";"493,28";"0,00";"28,42";"78,02";"43,83";"975,04";"735,11";"0,00";"0,00";"0,00";"507,36";"0,00";"0,87";"10,60";"0,00";"493,28";"0,00";"40,16";"22,562";"0,00";"0,025";"0,000";"0,000";"0,00";"0,00";"0,00"
"0,10";"1";"01 - AMERICAS : MERCEARIA NAO ALIMENTOS \ BAZAR \ DESCARTAVEIS \ SACOS PARA LIXO";"1.144,000";"37";"13,33";"15.254,45";"0,02";"3.813,73";"0,01";"25,00";"4,61";"5.271,70";"0,03";"34,56";"79,16";"44,18";"8.514,46";"8.359,08";"0,00";"0,00";"0,00";"1.623,66";"0,04";"13,16";"123,51";"0,00";"5.271,70";"0,03";"38,67";"204,231";"0,00";"1,980";"0,000";"0,000";"0,00";"0,00";"0,00"
"0,10";"1";"01 - AMERICAS : MERCEARIA NAO ALIMENTOS \ BAZAR \ DESCARTAVEIS \ TALHERES DESCARTAVEIS";"148,000";"6";"5,75";"851,65";"0,00";"0,00";"0,00";"0,00";"2,72";"402,57";"0,00";"47,27";"112,45";"52,93";"400,88";"370,30";"0,00";"0,00";"0,00";"78,78";"0,00";"0,86";"7,03";"0,00";"402,57";"0,00";"52,09";"4,327";"0,00";"0,000";"0,000";"0,000";"0,00";"0,00";"0,00"
"0,12";"1";"01 - AMERICAS : MERCEARIA NAO ALIMENTOS \ BAZAR \ DESCARTAVEIS \ TOALHAS DE PAPEL";"2.755,000";"10";"5,63";"15.508,79";"0,02";"12.128,13";"0,02";"78,20";"1,63";"4.489,07";"0,02";"28,95";"59,98";"37,49";"9.694,12";"9.585,15";"0,00";"0,00";"0,00";"1.434,56";"0,02";"7,58";"128,38";"0,00";"4.489,07";"0,02";"31,90";"651,126";"0,01";"0,000";"0,000";"0,000";"0,00";"0,00";"0,00"
"0,12";"1";"01 - AMERICAS : MERCEARIA NAO ALIMENTOS \ BAZAR \ FESTAS \ BALOES";"15,000";"4";"18,71";"280,61";"0,00";"0,00";"0,00";"0,00";"6,98";"104,75";"0,00";"37,33";"111,62";"52,75";"132,60";"93,86";"0,00";"0,00";"0,00";"82,00";"0,00";"0,17";"1,80";"0,00";"104,75";"0,00";"52,74";"0,855";"0,00";"0,000";"0,000";"0,000";"0,00";"0,00";"0,00"
"0,12";"1";"01 - AMERICAS : MERCEARIA NAO ALIMENTOS \ BAZAR \ FESTAS \ EMBALAGENS";"6,000";"1";"8,66";"51,94";"0,00";"0,00";"0,00";"0,00";"3,12";"18,72";"0,00";"36,04";"108,93";"52,14";"24,86";"18,04";"0,00";"0,00";"0,00";"15,19";"0,00";"0,05";"0,34";"0,00";"18,72";"0,00";"50,93";"0,408";"0,00";"0,000";"0,000";"0,000";"0,00";"0,00";"0,00"
"0,12";"1";"01 - AMERICAS : MERCEARIA NAO ALIMENTOS \ BAZAR \ FESTAS \ FAIXAS";"2,000";"1";"6,24";"12,48";"0,00";"0,00";"0,00";"0,00";"2,16";"4,31";"0,00";"34,54";"97,16";"49,28";"6,33";"4,52";"0,00";"0,00";"0,00";"3,65";"0,00";"0,00";"0,07";"0,00";"4,31";"0,00";"48,81";"0,000";"0,00";"0,000";"0,000";"0,000";"0,00";"0,00";"0,00"
"0,12";"1";"01 - AMERICAS : MERCEARIA NAO ALIMENTOS \ BAZAR \ FESTAS \ FOMINHAS-FUNDO";"23,000";"5";"6,37";"146,61";"0,00";"0,00";"0,00";"0,00";"2,24";"51,48";"0,00";"35,11";"100,26";"50,06";"73,21";"52,28";"0,00";"0,00";"0,00";"42,85";"0,00";"0,04";"0,90";"0,00";"51,48";"0,00";"49,61";"0,351";"0,00";"0,000";"0,000";"0,000";"0,00";"0,00";"0,00"
"0,12";"1";"01 - AMERICAS : MERCEARIA NAO ALIMENTOS \ BAZAR \ FESTAS \ VELAS PARA FESTA";"169,000";"22";"6,44";"1.088,45";"0,00";"0,00";"0,00";"0,00";"1,99";"335,48";"0,00";"30,82";"77,30";"43,60";"613,92";"434,56";"0,00";"0,00";"0,00";"318,42";"0,00";"0,51";"6,81";"0,00";"335,48";"0,00";"43,57";"1,986";"0,00";"0,000";"0,000";"0,000";"0,00";"0,00";"0,00"
"0,12";"1";"01 - AMERICAS : MERCEARIA NAO ALIMENTOS \ BAZAR \ LAVANDERIA \ ACESSORIOS LAVANDERIA";"63,000";"6";"11,11";"699,86";"0,00";"0,00";"0,00";"0,00";"3,04";"191,48";"0,00";"27,36";"71,52";"41,70";"408,04";"303,85";"0,00";"0,00";"0,00";"204,53";"0,00";"0,41";"4,46";"0,00";"191,48";"0,00";"38,66";"0,325";"0,00";"0,750";"0,000";"0,000";"0,00";"0,00";"0,00"
"0,12";"1";"01 - AMERICAS : MERCEARIA NAO ALIMENTOS \ BAZAR \ LIMPEZA CASEIRA \ DESENTUPIDOR";"8,000";"2";"24,37";"194,92";"0,00";"0,00";"0,00";"0,00";"8,07";"64,56";"0,00";"33,12";"87,97";"46,80";"103,70";"73,40";"0,00";"0,00";"0,00";"56,96";"0,00";"0,14";"1,22";"0,00";"64,56";"0,00";"46,80";"1,838";"0,00";"0,000";"0,000";"0,000";"0,00";"0,00";"0,00"
"0,12";"1";"01 - AMERICAS : MERCEARIA NAO ALIMENTOS \ BAZAR \ LIMPEZA CASEIRA \ ESCOVA";"52,000";"6";"10,89";"566,09";"0,00";"0,00";"0,00";"0,00";"2,96";"153,99";"0,00";"27,20";"72,70";"42,10";"327,79";"246,92";"0,00";"0,00";"0,00";"165,17";"0,00";"0,42";"3,56";"0,00";"153,99";"0,00";"38,41";"1,000";"0,00";"1,010";"0,000";"0,000";"0,00";"0,00";"0,00"
"0,14";"1";"01 - AMERICAS : MERCEARIA NAO ALIMENTOS \ BAZAR \ LIMPEZA CASEIRA \ ESPONJAS - BUCHAS";"1.932,000";"30";"5,48";"10.596,02";"0,02";"4.901,08";"0,01";"46,25";"2,03";"3.921,28";"0,02";"37,01";"72,85";"42,14";"6.130,33";"5.687,62";"0,00";"0,00";"0,00";"987,12";"0,01";"7,49";"87,98";"0,00";"3.921,28";"0,02";"40,81";"62,761";"0,00";"30,945";"0,081";"130.815,062";"0,00";"0,00";"0,00"
"0,14";"1";"01 - AMERICAS : MERCEARIA NAO ALIMENTOS \ BAZAR \ LIMPEZA CASEIRA \ FLANELAS";"18,000";"3";"10,14";"182,56";"0,00";"0,00";"0,00";"0,00";"2,87";"51,69";"0,00";"28,31";"70,12";"41,22";"107,31";"77,50";"0,00";"0,00";"0,00";"53,37";"0,00";"0,17";"1,17";"0,00";"51,69";"0,00";"40,01";"0,435";"0,00";"0,000";"0,000";"0,000";"0,00";"0,00";"0,00"
"0,14";"1";"01 - AMERICAS : MERCEARIA NAO ALIMENTOS \ BAZAR \ LIMPEZA CASEIRA \ PA DE LIXO";"25,000";"4";"17,06";"426,53";"0,00";"0,00";"0,00";"0,00";"4,36";"109,02";"0,00";"25,56";"67,41";"40,27";"254,78";"192,86";"0,00";"0,00";"0,00";"124,65";"0,00";"0,36";"2,66";"0,00";"109,02";"0,00";"36,11";"1,089";"0,00";"0,000";"0,000";"0,000";"0,00";"0,00";"0,00"
"0,15";"1";"01 - AMERICAS : MERCEARIA NAO ALIMENTOS \ BAZAR \ LIMPEZA CASEIRA \ PANO";"672,000";"27";"10,35";"6.952,16";"0,01";"2.724,89";"0,00";"39,19";"2,46";"1.652,89";"0,01";"23,78";"56,32";"36,03";"4.447,33";"3.266,72";"0,00";"0,00";"0,00";"2.032,55";"0,01";"4,04";"43,46";"0,00";"1.652,89";"0,01";"33,60";"52,006";"0,00";"0,132";"0,000";"0,000";"0,00";"0,00";"0,00"
"0,15";"1";"01 - AMERICAS : MERCEARIA NAO ALIMENTOS \ BAZAR \ LIMPEZA CASEIRA \ RODO";"35,000";"6";"23,73";"830,71";"0,00";"0,00";"0,00";"0,00";"5,81";"203,31";"0,00";"24,47";"62,33";"38,40";"511,73";"384,66";"0,00";"0,00";"0,00";"242,74";"0,00";"0,65";"5,26";"0,00";"203,31";"0,00";"34,58";"0,104";"0,00";"0,000";"0,000";"0,000";"0,00";"0,00";"0,00"
"0,16";"1";"01 - AMERICAS : MERCEARIA NAO ALIMENTOS \ BAZAR \ LIMPEZA CASEIRA \ VASSOURAS";"126,000";"13";"30,41";"3.832,16";"0,01";"323,76";"0,00";"8,45";"9,29";"1.170,89";"0,01";"30,55";"82,19";"45,11";"2.103,38";"1.541,46";"0,00";"0,00";"0,00";"1.119,81";"0,00";"2,58";"24,41";"0,00";"1.170,89";"0,01";"43,17";"0,000";"0,00";"0,000";"0,000";"0,000";"0,00";"0,00";"0,00"
"0,16";"1";"01 - AMERICAS : MERCEARIA NAO ALIMENTOS \ BAZAR \ UTIL CASA E ACESSORIOS \ ACESSORIOS CASA";"32,000";"3";"9,43";"301,62";"0,00";"0,00";"0,00";"0,00";"2,83";"90,40";"0,00";"29,97";"71,91";"41,83";"175,45";"129,03";"0,00";"0,00";"0,00";"82,19";"0,00";"0,31";"2,04";"0,00";"90,40";"0,00";"41,20";"1,260";"0,00";"1,316";"0,000";"0,000";"0,00";"0,00";"0,00"
"0,16";"1";"01 - AMERICAS : MERCEARIA NAO ALIMENTOS \ BAZAR \ UTIL COZINHA \ ACESSORIOS COZINHA";"101,000";"22";"13,40";"1.353,54";"0,00";"0,00";"0,00";"0,00";"4,06";"410,50";"0,00";"30,33";"65,36";"39,53";"818,54";"653,07";"0,00";"0,00";"0,00";"289,97";"0,01";"1,08";"9,72";"0,00";"410,50";"0,00";"38,60";"1,389";"0,00";"1,333";"0,000";"0,000";"0,00";"0,00";"0,00"
"0,16";"1";"01 - AMERICAS : MERCEARIA NAO ALIMENTOS \ BAZAR \ UTIL COZINHA \ CANECA";"4,000";"2";"13,99";"55,96";"0,00";"0,00";"0,00";"0,00";"4,57";"18,27";"0,00";"32,65";"56,23";"35,99";"35,82";"32,51";"0,00";"0,00";"0,00";"5,18";"0,00";"0,04";"0,46";"0,00";"18,27";"0,00";"35,98";"0,000";"0,00";"0,000";"0,000";"0,000";"0,00";"0,00";"0,00"
"0,16";"1";"01 - AMERICAS : MERCEARIA NAO ALIMENTOS \ BAZAR \ UTIL COZINHA \ COPO";"84,000";"6";"4,24";"356,07";"0,00";"0,00";"0,00";"0,00";"1,60";"134,20";"0,00";"37,69";"75,24";"42,94";"203,19";"188,93";"0,00";"0,00";"0,00";"32,94";"0,00";"0,19";"2,92";"0,00";"134,20";"0,00";"41,53";"5,076";"0,00";"50,360";"0,475";"749,621";"0,00";"0,00";"0,00"
"0,16";"1";"01 - AMERICAS : MERCEARIA NAO ALIMENTOS \ BAZAR \ UTIL COZINHA \ KIT UTENSILIOS COZINHA";"8,000";"1";"39,90";"319,20";"0,00";"0,00";"0,00";"0,00";"10,62";"84,93";"0,00";"26,61";"60,24";"37,59";"199,20";"141,00";"0,00";"0,00";"0,00";"93,27";"0,00";"0,24";"2,00";"0,00";"84,93";"0,00";"37,59";"0,000";"0,00";"2,608";"0,000";"0,000";"0,00";"0,00";"0,00"
"0,16";"1";"01 - AMERICAS : MERCEARIA NAO ALIMENTOS \ BAZAR \ UTIL COZINHA \ PANO COPA";"12,000";"2";"13,14";"157,62";"0,00";"0,00";"0,00";"0,00";"3,57";"42,85";"0,00";"27,19";"62,41";"38,43";"97,05";"68,70";"0,00";"0,00";"0,00";"46,07";"0,00";"0,12";"1,01";"0,00";"42,85";"0,00";"38,41";"0,000";"0,00";"4,000";"0,000";"0,000";"0,00";"0,00";"0,00"
"0,16";"1";"01 - AMERICAS : MERCEARIA NAO ALIMENTOS \ BAZAR \ UTIL COZINHA \ POTE";"6,000";"1";"12,99";"77,94";"0,00";"0,00";"0,00";"0,00";"4,43";"26,57";"0,00";"34,09";"100,10";"50,03";"38,95";"28,58";"0,00";"0,00";"0,00";"22,78";"0,00";"0,06";"0,50";"0,00";"26,57";"0,00";"48,17";"3,600";"0,00";"0,000";"0,144";"541,250";"0,00";"0,00";"0,00"
"0,16";"1";"01 - AMERICAS : MERCEARIA NAO ALIMENTOS \ BAZAR \ UTIL COZINHA \ TACA";"11,000";"6";"25,60";"281,62";"0,00";"0,00";"0,00";"0,00";"8,70";"95,74";"0,00";"34,00";"64,23";"39,11";"171,48";"159,83";"0,00";"0,00";"0,00";"26,05";"0,00";"0,25";"2,29";"0,00";"95,74";"0,00";"37,46";"0,657";"0,00";"0,000";"0,000";"0,000";"0,00";"0,00";"0,00"
"0,16";"1";"01 - AMERICAS : MERCEARIA NAO ALIMENTOS \ BAZAR \ UTIL COZINHA \ TALHER";"5,000";"1";"9,99";"49,95";"0,00";"0,00";"0,00";"0,00";"2,89";"14,45";"0,00";"28,93";"69,26";"40,92";"29,51";"20,89";"0,00";"0,00";"0,00";"14,60";"0,00";"0,05";"0,30";"0,00";"14,45";"0,00";"40,88";"0,000";"0,00";"0,215";"0,000";"0,000";"0,00";"0,00";"0,00"
"0,16";"1";"01 - AMERICAS : MERCEARIA NAO ALIMENTOS \ BAZAR \ UTIL COZINHA \ TIGELA";"9,000";"3";"13,88";"124,91";"0,00";"0,00";"0,00";"0,00";"4,49";"40,39";"0,00";"32,34";"55,36";"35,63";"80,40";"72,96";"0,00";"0,00";"0,00";"11,55";"0,00";"0,11";"1,03";"0,00";"40,39";"0,00";"35,63";"0,000";"0,00";"0,000";"0,000";"0,000";"0,00";"0,00";"0,00"
"0,16";"1";"01 - AMERICAS : MERCEARIA NAO ALIMENTOS \ BAZAR \ UTILIDADES \ LAMPADA";"119,000";"6";"9,56";"1.137,84";"0,00";"634,26";"0,00";"55,74";"3,77";"448,11";"0,00";"39,38";"76,67";"43,40";"644,05";"584,48";"0,00";"0,00";"0,00";"105,25";"0,00";"0,94";"9,52";"0,00";"448,11";"0,00";"43,40";"4,256";"0,00";"0,000";"0,000";"0,000";"0,00";"0,00";"0,00"
